name,lat,lon,country
Southchase,28.39306,-81.3834,US
Southgate,27.3081,-82.50982,US
Southwest Ranches,26.0587,-80.33727,US
Spring Hill,28.47688,-82.52546,US
Springfield,30.15326,-85.61132,US
Starke,29.94413,-82.10983,US
Stuart,27.19755,-80.25283,US
Sugarmill Woods,28.73221,-82.50621,US
Sun City Center,27.71809,-82.35176,US
Sunny Isles Beach,25.95065,-80.12282,US
Sunrise,26.13397,-80.1131,US
Sunset,25.70594,-80.35228,US
Surfside,25.87843,-80.1256,US
Sweetwater,25.76343,-80.37311,US
Tallahassee,30.43826,-84.28073,US
Tamarac,26.21286,-80.24977,US
Tamiami,25.75871,-80.39839,US
Tampa,27.94752,-82.45843,US
Tarpon Springs,28.14612,-82.75677,US
Tavares,28.80416,-81.72563,US
Temple Terrace,28.0353,-82.38926,US
Tequesta,26.959,-80.088,US
The Crossings,25.67066,-80.40117,US
The Hammocks,25.67149,-80.4445,US
The Villages,28.93408,-81.95994,US
Thonotosassa,28.06141,-82.30231,US
Three Lakes,25.64205,-80.39839,US
Timber Pines,28.47028,-82.60316,US
Titusville,28.61222,-80.80755,US
Town 'n' Country,28.01057,-82.57732,US
Treasure Island,27.76919,-82.76899,US
Union Park,28.56806,-81.28618,US
University Park,25.74649,-80.36755,US
Upper Grand Lagoon,30.16326,-85.74076,US
Valparaiso,30.50853,-86.50273,US
Valrico,27.93789,-82.23644,US
Venice,27.09978,-82.45426,US
Venice Gardens,27.07311,-82.4076,US
Vero Beach,27.63864,-80.39727,US
Wahneta,27.9528,-81.72702,US
Warm Mineral Springs,27.05978,-82.26009,US
Warrington,30.38409,-87.27497,US
Wedgefield,28.48778,-81.07729,US
Wekiwa Springs,28.69861,-81.42563,US
Wellington,26.65868,-80.24144,US
Wesley Chapel,28.23973,-82.32787,US
Westchase,28.05502,-82.60982,US
West Gate,26.70257,-80.0981,US
West Hollywood,26.02065,-80.18394,US
West Little River,25.85704,-80.23699,US
West Melbourne,28.07168,-80.65339,US
West Miami,25.76343,-80.29616,US
West Palm Beach,26.71534,-80.05337,US
West Park,25.98454,-80.19894,US
West Pensacola,30.42659,-87.27969,US
West Perrine,25.60594,-80.36283,US
West Samoset,27.46948,-82.55676,US
West Vero Corridor,27.63775,-80.48576,US
West and East Lealman,27.81993,-82.68944,US
Westchester,25.75482,-80.32727,US
Weston,26.10037,-80.39977,US
Westview,25.88204,-80.24199,US
Westwood Lake,25.72927,-80.37283,US
Wildwood,28.86542,-82.04058,US
Williamsburg,28.41445,-81.44285,US
Willow Oak,27.91614,-82.01786,US
Wilton Manors,26.16036,-80.13893,US
Wimauma,27.71253,-82.29898,US
Winston,28.03169,-82.01481,US
Winter Garden,28.56528,-81.58618,US
Winter Haven,28.02224,-81.73286,US
Winter Park,28.6,-81.33924,US
Winter Springs,28.69889,-81.30812,US
Wright,30.45575,-86.63829,US
Yulee,30.6319,-81.60649,US
Zephyrhills,28.23362,-82.18119,US
Acworth,34.06635,-84.67837,US
Adel,31.13727,-83.42408,US
Albany,31.57851,-84.15574,US
Alpharetta,34.07538,-84.29409,US
Americus,32.07239,-84.23269,US
Athens,33.96095,-83.37794,US
Atlanta,33.749,-84.38798,US
Auburn,34.01372,-83.82768,US
Augusta,33.47097,-81.97484,US
Austell,33.81261,-84.63438,US
Bainbridge,30.9038,-84.57547,US
Barnesville,33.05457,-84.15575,US
Belvedere Park,33.75483,-84.26742,US
Braselton,34.10927,-83.76267,US
Bremen,33.72122,-85.1455,US
Brookhaven,33.85844,-84.3402,US
Brunswick,31.15013,-81.49147,US
Buford,34.12066,-84.00435,US
Byron,32.65376,-83.75963,US
Cairo,30.87751,-84.20214,US
Calhoun,34.50259,-84.95105,US
Camilla,31.23129,-84.21046,US
Canton,34.23676,-84.49076,US
Carrollton,33.58011,-85.07661,US
Cartersville,34.16533,-84.80231,US
Cedartown,34.01123,-85.25593,US
Centerville,32.63014,-83.68963,US
Chamblee,33.89205,-84.29881,US
Clarkston,33.80955,-84.23964,US
College Park,33.65344,-84.44937,US
Columbus,32.46098,-84.98771,US
Commerce,34.204,-83.45711,US
Conley,33.64483,-84.32576,US
Conyers,33.66761,-84.01769,US
Cordele,31.96351,-83.78239,US
Country Club Estates,33.98928,-83.4096,US
Country Club Estates,31.21273,-81.46427,US
Covington,33.59678,-83.86018,US
Cumming,34.20732,-84.14019,US
Cusseta,32.30543,-84.7727,US
Dacula,33.98872,-83.89796,US
Dahlonega,34.53259,-83.98491,US
Dalton,34.7698,-84.97022,US
Dallas,33.92371,-84.84077,US
Decatur,33.77483,-84.29631,US
Dock Junction,31.20245,-81.51677,US
Doraville,33.89816,-84.28326,US
Douglas,31.50881,-82.84987,US
Douglasville,33.7515,-84.74771,US
Druid Hills,33.78038,-84.33604,US
Dublin,32.54044,-82.90375,US
Duluth,34.00288,-84.14464,US
Dunwoody,33.94621,-84.33465,US
East Point,33.67955,-84.43937,US
Eastman,32.19767,-83.17765,US
Eatonton,33.3268,-83.3885,US
Evans,33.53375,-82.13067,US
Fair Oaks,33.91649,-84.54465,US
Fairburn,33.56706,-84.58104,US
Fairview,34.94563,-85.2844,US
Fayetteville,33.44873,-84.45493,US
Fitzgerald,31.71491,-83.25265,US
Flowery Branch,34.1851,-83.92518,US
Folkston,30.83095,-82.01131,US
Forest Park,33.62205,-84.36909,US
Fort Oglethorpe,34.94896,-85.2569,US
Fort Valley,32.55376,-83.88741,US
Gainesville,34.29788,-83.82407,US
Garden City,32.11437,-81.154,US
Georgetown,31.98326,-81.22733,US
Glennville,31.93659,-81.92845,US
Gresham Park,33.70344,-84.31437,US
Griffin,33.24678,-84.26409,US
Grovetown,33.45042,-82.19818,US
Hampton,33.38706,-84.28298,US
Hapeville,33.66011,-84.4102,US
Hawkinsville,32.28377,-83.47212,US
Hinesville,31.84688,-81.59595,US
Holly Springs,34.17399,-84.50132,US
Irondale,33.48067,-84.35881,US
Jefferson,34.11705,-83.57239,US
Jesup,31.60785,-81.88634,US
Kennesaw,34.02343,-84.61549,US
Kingsland,30.79996,-81.68983,US
LaGrange,33.03929,-85.03133,US
LaFayette,34.7048,-85.2819,US
Lawrenceville,33.95621,-83.98796,US
Lilburn,33.8901,-84.14297,US
Lithia Springs,33.794,-84.66049,US
Locust Grove,33.34595,-84.10908,US
Loganville,33.839,-83.90074,US
Lovejoy,33.43622,-84.31437,US
Mableton,33.81872,-84.58243,US
Macon,32.84069,-83.6324,US
Marietta,33.9526,-84.54993,US
Martinez,33.51736,-82.07567,US
McDonough,33.44734,-84.14686,US
McRae,32.06795,-82.9007,US
Milledgeville,33.08014,-83.2321,US
Monroe,33.79484,-83.71323,US
Morrow,33.58317,-84.33937,US
Moultrie,31.17991,-83.78906,US
Mountain Park,33.84427,-84.12936,US
Newnan,33.38067,-84.79966,US
Norcross,33.94121,-84.21353,US
North Decatur,33.79038,-84.30603,US
North Druid Hills,33.81677,-84.31326,US
Panthersville,33.70733,-84.27187,US
Peachtree City,33.39678,-84.59576,US
Peachtree Corners,33.9701,-84.22159,US
Perry,32.45821,-83.73157,US
Pooler,32.11548,-81.24706,US
Port Wentworth,32.14909,-81.16317,US
Powder Springs,33.85955,-84.68382,US
Redan,33.74538,-84.13158,US
Richmond Hill,31.93827,-81.30344,US
Rincon,32.29603,-81.23539,US
Riverdale,33.57261,-84.41326,US
Rome,34.25704,-85.16467,US
Roswell,34.02316,-84.36159,US
St. Marys,30.73051,-81.54649,US
Saint Simon Mills,31.17079,-81.40732,US
Saint Simons Island,31.15051,-81.36954,US
Sandersville,32.98154,-82.81014,US
Sandy Springs,33.92427,-84.37854,US
Savannah,32.08354,-81.09983,US
Scottdale,33.78983,-84.26409,US
Skidaway Island,31.93494,-81.04705,US
Smyrna,33.88399,-84.51438,US
Snellville,33.85733,-84.01991,US
Statesboro,32.44879,-81.78317,US
Stockbridge,33.54428,-84.23381,US
Stone Mountain,33.80816,-84.1702,US
Sugar Hill,34.10649,-84.03352,US
Suwanee,34.05149,-84.0713,US
Swainsboro,32.59739,-82.33374,US
Sylvester,31.53092,-83.83693,US
Thomasville,30.83658,-83.97878,US
Thomaston,32.88819,-84.32659,US
Thomson,33.47069,-82.50457,US
Tifton,31.45046,-83.5085,US
Toccoa,34.57732,-83.33239,US
Tucker,33.85455,-84.21714,US
Tyrone,33.47123,-84.59715,US
Union City,33.58706,-84.54243,US
Valdosta,30.83334,-83.28032,US
Vidalia,32.21769,-82.41346,US
Villa Rica,33.73205,-84.91911,US
Vinings,33.86483,-84.46437,US
Warner Robins,32.61574,-83.62664,US
Waycross,31.21368,-82.3557,US
Waynesboro,33.08987,-82.01567,US
Whitemarsh Island,32.02882,-81.01678,US
Wilmington Island,32.00355,-80.97372,US
Winder,33.99261,-83.72017,US
Woodstock,34.10149,-84.51938,US
Alton,38.8906,-90.18428,US
Benton,37.99672,-88.92007,US
Bethalto,38.90921,-90.04066,US
Belleville,38.52005,-89.98399,US
Cahokia,38.57088,-90.19011,US
Carbondale,37.72727,-89.21675,US
Carlinville,39.27977,-89.88177,US
Carmi,38.09088,-88.15865,US
Carterville,37.76005,-89.0773,US
Centralia,38.52505,-89.1334,US
Centreville,38.58338,-90.12511,US
Charleston,39.49615,-88.17615,US
Chatham,39.67616,-89.70454,US
Chester,37.91366,-89.82205,US
Collinsville,38.67033,-89.98455,US
Columbia,38.44366,-90.20122,US
Decatur,39.84031,-88.9548,US
Du Quoin,38.01144,-89.23619,US
East Alton,38.88033,-90.11122,US
East Saint Louis,38.6245,-90.15094,US
Edwardsville,38.81144,-89.95316,US
Effingham,39.12004,-88.54338,US
Fairfield,38.37894,-88.35977,US
Fairview Heights,38.58894,-89.99038,US
Glen Carbon,38.74838,-89.98316,US
Godfrey,38.9556,-90.18678,US
Granite City,38.70144,-90.14872,US
Greenville,38.89227,-89.41314,US
Harrisburg,37.73838,-88.54061,US
Herrin,37.80311,-89.02757,US
Highland,38.73949,-89.6712,US
Hillsboro,39.16128,-89.4954,US
Jacksonville,39.73394,-90.22901,US
Jerseyville,39.12005,-90.32845,US
Litchfield,39.17533,-89.65426,US
Marion,37.73061,-88.93313,US
Maryville,38.72366,-89.95593,US
Mascoutah,38.49033,-89.79315,US
Mattoon,39.48309,-88.37283,US
Metropolis,37.15117,-88.732,US
Mount Carmel,38.41088,-87.76142,US
Mount Vernon,38.31727,-88.90312,US
Mount Zion,39.77143,-88.87424,US
Murphysboro,37.7645,-89.33509,US
O'Fallon,38.59227,-89.91121,US
Olney,38.73088,-88.08532,US
Pana,39.38893,-89.08008,US
Paris,39.61115,-87.69614,US
Pinckneyville,38.08033,-89.38203,US
Pontoon Beach,38.73172,-90.08038,US
Quincy,39.9356,-91.40987,US
Robinson,39.00532,-87.73919,US
Salem,38.62699,-88.94562,US
Shiloh,38.56144,-89.89732,US
Springfield,39.80172,-89.64371,US
Staunton,39.01227,-89.79121,US
Swansea,38.53394,-89.98899,US
Taylorville,39.54894,-89.29453,US
Troy,38.72921,-89.88315,US
Upper Alton,38.91144,-90.15066,US
Vandalia,38.9606,-89.09368,US
Waterloo,38.33589,-90.14983,US
West Frankfort,37.89783,-88.93146,US
Wood River,38.86116,-90.09761,US
Avon,39.76282,-86.39972,US
Bargersville,39.52088,-86.16777,US
Batesville,39.30005,-85.22218,US
Bedford,38.86116,-86.48721,US
Beech Grove,39.72199,-86.08998,US
Bloomington,39.16533,-86.52639,US
Boonville,38.04921,-87.27417,US
Brazil,39.52365,-87.12502,US
Bright,39.21839,-84.85606,US
Broad Ripple,39.86671,-86.14165,US
Brownsburg,39.84338,-86.39777,US
Carmel,39.97837,-86.11804,US
Charlestown,38.45312,-85.67024,US
Clarksville,38.29674,-85.75996,US
Columbus,39.20144,-85.92138,US
Connersville,39.64116,-85.14107,US
Cumberland,39.77615,-85.9572,US
Danville,39.7606,-86.52639,US
Ellettsville,39.23393,-86.625,US
Evansville,37.97476,-87.55585,US
Fishers,39.95559,-86.01387,US
Greencastle,39.64449,-86.86473,US
Greenfield,39.78504,-85.76942,US
Greensburg,39.33727,-85.48358,US
Greenwood,39.61366,-86.10665,US
Hidden Valley,39.16228,-84.84301,US
Huntingburg,38.29894,-86.955,US
Indianapolis,39.76838,-86.15804,US
Jasper,38.39144,-86.93111,US
Jeffersonville,38.27757,-85.73718,US
Lawrence,39.83865,-86.02526,US
Linton,39.03477,-87.16585,US
Madison,38.73589,-85.37996,US
Martinsville,39.42783,-86.42833,US
McCordsville,39.9081,-85.92276,US
Mooresville,39.61282,-86.37416,US
Mount Vernon,37.93227,-87.89503,US
New Albany,38.28562,-85.82413,US
New Castle,39.92894,-85.37025,US
New Whiteland,39.5581,-86.09526,US
North Madison,38.76784,-85.39663,US
North Vernon,39.00617,-85.62358,US
Oak Park,38.30562,-85.69635,US
Plainfield,39.70421,-86.39944,US
Princeton,38.35532,-87.56752,US
Richmond,39.82894,-84.89024,US
Rushville,39.60921,-85.44636,US
Salem,38.60561,-86.10109,US
Scottsburg,38.68561,-85.77025,US
Sellersburg,38.39812,-85.75496,US
Seymour,38.95922,-85.89025,US
Shelbyville,39.52144,-85.77692,US
Speedway,39.80227,-86.26721,US
Tell City,37.95144,-86.76777,US
Terre Haute,39.4667,-87.41391,US
Vincennes,38.67727,-87.52863,US
Washington,38.65922,-87.17279,US
Whitestown,39.99726,-86.34583,US
Zionsville,39.95087,-86.26194,US
Abilene,38.91722,-97.21391,US
Andover,37.7139,-97.13643,US
Arkansas City,37.06197,-97.03837,US
Atchison,39.56305,-95.12164,US
Augusta,37.68668,-96.9767,US
Basehor,39.14167,-94.93858,US
Bonner Springs,39.05973,-94.88358,US
Chanute,37.67921,-95.4572,US
Coffeyville,37.0373,-95.61637,US
Concordia,39.57084,-97.66254,US
De Soto,38.97917,-94.96858,US
Derby,37.54557,-97.26893,US
El Dorado,37.81724,-96.86225,US
Emporia,38.4039,-96.18166,US
Eudora,38.94334,-95.09858,US
Fort Scott,37.83976,-94.7083,US
Gardner,38.81084,-94.92719,US
Great Bend,38.36446,-98.76481,US
Hays,38.87918,-99.32677,US
Haysville,37.56446,-97.35227,US
Hutchinson,38.06084,-97.92977,US
Independence,37.22424,-95.70831,US
Iola,37.92448,-95.39998,US
Junction City,39.02861,-96.8314,US
Kansas City,39.11417,-94.62746,US
Lansing,39.24861,-94.90024,US
Lawrence,38.97167,-95.23525,US
Leavenworth,39.31111,-94.92246,US
Leawood,38.96667,-94.6169,US
Lenexa,38.95362,-94.73357,US
Manhattan,39.18361,-96.57167,US
McPherson,38.37084,-97.66421,US
Merriam,39.02362,-94.69357,US
Mission,39.02778,-94.65579,US
Mulvane,37.47446,-97.24393,US
Newton,38.04668,-97.34504,US
Olathe,38.8814,-94.81913,US
Ottawa,38.61557,-95.26775,US
Overland Park,38.98223,-94.67079,US
Paola,38.57224,-94.87913,US
Park City,37.80001,-97.31838,US
Parsons,37.34034,-95.26108,US
Pittsburg,37.41088,-94.70496,US
Prairie Village,38.99167,-94.63357,US
Pratt,37.64391,-98.73759,US
Roeland Park,39.03751,-94.63218,US
Salina,38.84028,-97.61142,US
Shawnee,39.04167,-94.72024,US
Spring Hill,38.74306,-94.82552,US
Tonganoxie,39.10972,-95.08775,US
Topeka,39.04833,-95.67804,US
Valley Center,37.83473,-97.37338,US
Wellington,37.2653,-97.37171,US
Wichita,37.69224,-97.33754,US
Winfield,37.23975,-96.99559,US
Alexandria,38.95951,-84.38799,US
Ashland,38.47841,-82.63794,US
Bardstown,37.80923,-85.4669,US
Bellevue,39.10645,-84.47883,US
Berea,37.56869,-84.29632,US
Bowling Green,36.99032,-86.4436,US
Buckner,38.38368,-85.43996,US
Buechel,38.19507,-85.6519,US
Burlington,39.02756,-84.72411,US
Campbellsville,37.3434,-85.34191,US
Central City,37.29393,-87.12333,US
Cold Spring,39.02173,-84.43994,US
Corbin,36.9487,-84.09688,US
Covington,39.08367,-84.50855,US
Cynthiana,38.39035,-84.2941,US
Danville,37.64563,-84.77217,US
Dayton,39.11284,-84.47272,US
Douglass Hills,38.23785,-85.55274,US
Edgewood,39.01867,-84.58189,US
Elizabethtown,37.69395,-85.85913,US
Elsmere,39.01256,-84.60467,US
Erlanger,39.01673,-84.60078,US
Fairdale,38.10507,-85.75885,US
Fern Creek,38.15979,-85.58774,US
Flatwoods,38.52258,-82.71711,US
Florence,38.99895,-84.62661,US
Fort Mitchell,39.0595,-84.54744,US
Fort Thomas,39.07506,-84.44716,US
Fort Wright,39.05173,-84.53411,US
Francisville,39.10506,-84.72439,US
Frankfort,38.20091,-84.87328,US
Franklin,36.72226,-86.57722,US
Georgetown,38.2098,-84.55883,US
Glasgow,36.99588,-85.91192,US
Harrodsburg,37.7623,-84.84329,US
Hazard,37.24954,-83.19323,US
Hebron,39.06589,-84.70106,US
Henderson,37.83615,-87.59001,US
Highland Heights,39.03312,-84.45189,US
Highview,38.14285,-85.62413,US
Hillview,38.06979,-85.68551,US
Hopkinsville,36.86561,-87.49117,US
Independence,38.94312,-84.54411,US
Jeffersontown,38.19424,-85.5644,US
Knottsville,37.77172,-86.90416,US
La Grange,38.40757,-85.37885,US
Lawrenceburg,38.0373,-84.89662,US
Lebanon,37.56979,-85.25274,US
Leitchfield,37.48005,-86.29386,US
Lexington,37.98869,-84.47772,US
Lexington-Fayette,38.0498,-84.45855,US
London,37.12898,-84.08326,US
Louisville,38.25424,-85.75941,US
Lyndon,38.25674,-85.60163,US
Madisonville,37.3281,-87.49889,US
Mayfield,36.74172,-88.63672,US
Maysville,38.64119,-83.74437,US
Meads,38.41258,-82.70905,US
Middlesboro,36.60842,-83.71658,US
Middletown,38.24535,-85.53885,US
Monticello,36.82979,-84.84911,US
Morehead,38.18397,-83.43268,US
Morehead,37.27115,-87.17638,US
Mount Sterling,38.05647,-83.94326,US
Mount Washington,38.05006,-85.54579,US
Murray,36.61033,-88.31476,US
Newburg,38.16007,-85.65968,US
Newport,39.09145,-84.49578,US
Nicholasville,37.88063,-84.573,US
Oak Grove,36.66505,-87.44279,US
Oak Grove,37.34421,-86.75471,US
Oakbrook,38.99978,-84.68522,US
Okolona,38.14118,-85.68774,US
Owensboro,37.77422,-87.11333,US
Paris,38.2098,-84.25299,US
Pikeville,37.47927,-82.51876,US
Pleasure Ridge Park,38.14535,-85.8583,US
Princeton,37.10922,-87.88196,US
Radcliff,37.84035,-85.94913,US
Richmond,37.74786,-84.29465,US
Russellville,36.84532,-86.88722,US
Saint Matthews,38.25285,-85.65579,US
Shelbyville,38.21201,-85.22357,US
Shepherdsville,37.9884,-85.71579,US
Shively,38.20007,-85.82274,US
Somerset,37.09202,-84.60411,US
Saint Dennis,38.1884,-85.8458,US
Taylor Mill,38.99756,-84.49633,US
Union,38.9459,-84.6805,US
Valley Station,38.11118,-85.87024,US
Versailles,38.05258,-84.72995,US
Villa Hills,39.06339,-84.593,US
Vine Grove,37.81007,-85.98135,US
Williamsburg,36.74342,-84.15966,US
Wilmore,37.86202,-84.66161,US
Winchester,37.99008,-84.17965,US
Abbeville,29.97465,-92.13429,US
Alexandria,31.31129,-92.44514,US
Baker,30.58824,-91.16816,US
Bastrop,32.77828,-91.91144,US
Baton Rouge,30.44332,-91.18747,US
Bayou Boeuf,29.86937,-90.59675,US
Bayou Cane,29.6241,-90.7512,US
Belle Chasse,29.85493,-89.99063,US
Bogalusa,30.79102,-89.84869,US
Bossier City,32.51599,-93.73212,US
Breaux Bridge,30.27353,-91.89928,US
Bridge City,29.93326,-90.17007,US
Broussard,30.14715,-91.96123,US
Brownsfield,30.54658,-91.12066,US
Carencro,30.31714,-92.04901,US
Central,30.55435,-91.03677,US
Chackbay,29.88354,-90.79732,US
Chalmette,29.94296,-89.96537,US
Claiborne,32.51598,-92.1918,US
Covington,30.47549,-90.10042,US
Crowley,30.21409,-92.37458,US
Cut Off,29.54272,-90.33814,US
DeRidder,30.84631,-93.28905,US
Denham Springs,30.4874,-90.95753,US
Destrehan,29.94322,-90.35345,US
Donaldsonville,30.10114,-90.99412,US
Eden Isle,30.22853,-89.79867,US
Estelle,29.84576,-90.10674,US
Eunice,30.49437,-92.41763,US
Franklin,29.79604,-91.5015,US
Galliano,29.44216,-90.29925,US
Gardere,30.34575,-91.14011,US
Gonzales,30.23853,-90.9201,US
Grambling,32.52765,-92.71404,US
Gray,29.69771,-90.78648,US
Gretna,29.91465,-90.05396,US
Hammond,30.50463,-90.46293,US
Harahan,29.94048,-90.20313,US
Harvey,29.90354,-90.07729,US
Houma,29.59577,-90.71953,US
Inniswold,30.40491,-91.08344,US
Jeanerette,29.91104,-91.66345,US
Jefferson,29.96604,-90.15313,US
Jennings,30.22243,-92.65708,US
Kenner,29.99409,-90.24174,US
Lacombe,30.31353,-89.94313,US
Lafayette,30.22409,-92.01984,US
Lake Charles,30.21309,-93.2044,US
Laplace,30.06698,-90.48147,US
Larose,29.57244,-90.38175,US
Leesville,31.14352,-93.261,US
Luling,29.93215,-90.36647,US
Mandeville,30.35825,-90.06563,US
Marksville,31.12797,-92.06624,US
Marrero,29.89937,-90.10035,US
Meraux,29.93017,-89.91623,US
Merrydale,30.5013,-91.10844,US
Metairie,29.98409,-90.15285,US
Metairie Terrace,29.97854,-90.16396,US
Minden,32.61543,-93.28684,US
Monroe,32.50931,-92.1193,US
Monticello,30.48908,-91.04872,US
Morgan City,29.69937,-91.20677,US
Moss Bluff,30.3027,-93.19071,US
Natchitoches,31.76072,-93.08627,US
New Iberia,30.00354,-91.81873,US
New Orleans,29.95465,-90.07507,US
Oak Hills Place,30.35992,-91.0876,US
Oakdale,30.81603,-92.66042,US
Old Jefferson,30.38269,-91.01705,US
Opelousas,30.53353,-92.08151,US
Patterson,29.69326,-91.30205,US
Pineville,31.3224,-92.4343,US
Plaquemine,30.29005,-91.23497,US
Ponchatoula,30.4388,-90.44148,US
Port Allen,30.45214,-91.21011,US
Prairieville,30.30297,-90.97205,US
Prien,30.18187,-93.27377,US
Raceland,29.72743,-90.59898,US
Rayne,30.23493,-92.26846,US
Reserve,30.05381,-90.55175,US
River Ridge,29.9602,-90.21563,US
Ruston,32.52321,-92.63793,US
Saint Gabriel,30.2577,-91.09927,US
Saint Martinville,30.1252,-91.83345,US
Saint Rose,29.94687,-90.32313,US
Schriever,29.74215,-90.81037,US
Scott,30.23576,-92.09457,US
Shenandoah,30.4013,-91.00094,US
Shreveport,32.52515,-93.75018,US
Slidell,30.27519,-89.78117,US
Springhill,33.00597,-93.46684,US
Sulphur,30.23659,-93.37738,US
Tallulah,32.40848,-91.18678,US
Terrytown,29.91021,-90.03257,US
Thibodaux,29.79576,-90.82287,US
Timberlane,29.87743,-90.03202,US
Village Saint George,30.36214,-91.06733,US
Ville Platte,30.68797,-92.27152,US
Waggaman,29.91854,-90.21091,US
Walker,30.48797,-90.86149,US
West Monroe,32.51848,-92.14764,US
Westwego,29.90604,-90.1423,US
Woodmere,29.85798,-90.08035,US
Zachary,30.64852,-91.1565,US
Youngsville,30.09965,-91.99012,US
Aberdeen,39.50956,-76.16412,US
Accokeek,38.66762,-77.02831,US
Adelphi,39.00317,-76.97192,US
Annapolis,38.97859,-76.49184,US
Arbutus,39.25455,-76.69997,US
Arnold,39.03206,-76.50274,US
Aspen Hill,39.07955,-77.07303,US
Baltimore,39.29038,-76.61219,US
Baltimore Highlands,39.23316,-76.63663,US
Ballenger Creek,39.3726,-77.43526,US
Bel Air,39.53594,-76.34829,US
Beltsville,39.03483,-76.90747,US
Bennsville,38.60929,-77.0122,US
Berlin,38.32262,-75.21769,US
Bethesda,38.98067,-77.10026,US
Bladensburg,38.93928,-76.93386,US
Bowie,38.94278,-76.73028,US
Bowleys Quarters,39.33539,-76.39024,US
Brandywine,38.69678,-76.84775,US
Brock Hall,38.85011,-76.76108,US
Brooklyn,39.23039,-76.60219,US
Brooklyn Park,39.22844,-76.61636,US
Brunswick,39.31427,-77.62777,US
Bryans Road,38.62706,-77.07303,US
Burtonsville,39.11122,-76.93248,US
California,38.3004,-76.50745,US
Calverton,39.05761,-76.93581,US
Cambridge,38.56317,-76.07883,US
Camp Springs,38.804,-76.90664,US
Canton,39.28039,-76.56663,US
Cape Saint Claire,39.04317,-76.44496,US
Carney,39.39427,-76.52358,US
Catonsville,39.27205,-76.73192,US
Charles Village,39.32316,-76.6133,US
Cherry Hill,39.25483,-76.63441,US
Chesapeake Beach,38.68623,-76.53468,US
Chesapeake Ranch Estates,38.34624,-76.41773,US
Chestertown,39.209,-76.06661,US
Cheswolde,39.364,-76.68914,US
Cheverly,38.92817,-76.91581,US
Chevy Chase,39.00287,-77.07115,US
Chillum,38.96372,-76.99081,US
Clarksburg,39.23872,-77.27943,US
Cloverly,39.10816,-76.99775,US
Clinton,38.76511,-76.89831,US
Cockeysville,39.48122,-76.64386,US
Colesville,39.07566,-77.00192,US
College Park,38.98067,-76.93692,US
Columbia,39.24038,-76.83942,US
Coral Hills,38.87039,-76.92108,US
Crofton,39.00178,-76.68747,US
Cumberland,39.65287,-78.76252,US
Damascus,39.28844,-77.20387,US
Darnestown,39.10344,-77.29082,US
Davidsonville,38.92289,-76.6283,US
District Heights,38.85761,-76.88942,US
Dundalk,39.25066,-76.52052,US
East Riverdale,38.958,-76.911,US
Easton,38.77428,-76.07633,US
Edgemere,39.24205,-76.44802,US
Edgewater,38.938,-76.557,US
Edgewood,39.41872,-76.2944,US
Eldersburg,39.40371,-76.95026,US
Elkton,39.60678,-75.83327,US
Elkridge,39.21261,-76.71358,US
Ellicott City,39.26733,-76.79831,US
Essex,39.30927,-76.47496,US
Fairland,39.07622,-76.95775,US
Fallston,39.51455,-76.41107,US
Fells Point,39.28261,-76.5933,US
Ferndale,39.18316,-76.64024,US
Forest Glen,39.01455,-77.0547,US
Forestville,38.84511,-76.87497,US
Fort George G Mead Junction,39.12594,-76.78914,US
Fort Washington,38.70734,-77.02303,US
Four Corners,39.02039,-77.01275,US
Frederick,39.41427,-77.41054,US
Friendly,38.75178,-76.97859,US
Frostburg,39.65814,-78.92836,US
Fruitland,38.32206,-75.6202,US
Gaithersburg,39.14344,-77.20137,US
Garrison,39.40594,-76.76053,US
Germantown,39.17316,-77.27165,US
Glassmanor,38.819,-76.99859,US
Glen Burnie,39.16261,-76.62469,US
Glenarden,38.92928,-76.86164,US
Glenmont,39.05789,-77.0497,US
Glenn Dale,38.98761,-76.82053,US
Goddard,38.98955,-76.85331,US
Green Haven,39.13955,-76.54774,US
Green Valley,39.30927,-77.29721,US
Greenbelt,39.00455,-76.87553,US
Gwynn Oak,39.33261,-76.69275,US
Hagerstown,39.64176,-77.71999,US
Halfway,39.62065,-77.75888,US
Hampden,39.33094,-76.63497,US
Hampstead,39.60483,-76.84998,US
Hampton,39.42288,-76.58469,US
Hanover,39.19289,-76.72414,US
Havre de Grace,39.54928,-76.09162,US
Hillandale,39.0265,-76.97414,US
Hillcrest Heights,38.83289,-76.95942,US
Howard Park,39.33122,-76.69469,US
Hunt Valley,39.49983,-76.64108,US
Hyattsville,38.95594,-76.94553,US
Ilchester,39.25094,-76.76469,US
Joppatowne,39.414,-76.358,US
Kemp Mill,39.039,-77.01914,US
Kettering,38.88456,-76.81469,US
La Plata,38.52929,-76.97525,US
Lake Arbor,38.90789,-76.82969,US
Lake Shore,39.10705,-76.48496,US
Landover,38.934,-76.89664,US
Langley Park,38.98872,-76.98136,US
Lanham,38.96875,-76.8634,US
Lansdowne,39.24511,-76.66052,US
Largo,38.89761,-76.83025,US
Laurel,39.09928,-76.84831,US
Layhill,39.09233,-77.04442,US
Lexington Park,38.26679,-76.45384,US
Linganore,39.411,-77.302,US
Linthicum,39.20511,-76.65275,US
Lochearn,39.34066,-76.72219,US
Londontowne,38.93345,-76.54941,US
Lutherville,39.42122,-76.62608,US
Manchester,39.66121,-76.88498,US
