name,lat,lon,country
Chontalpa,17.6653,-93.48087,MX
San Pedro Chochula,19.26359,-99.4859,MX
Cholula,19.06406,-98.30352,MX
Cholul,21.04288,-89.55792,MX
Chocamán,19.01214,-97.03291,MX
Chinampa de Gorostiza,21.35959,-97.73484,MX
Chinameca,18.02195,-94.67945,MX
China,25.69997,-99.23454,MX
Chiná,19.76993,-90.49595,MX
San Francisco Chimalpa,19.44279,-99.34398,MX
Chilpancingo,17.55228,-99.50124,MX
Chilón,17.23333,-92.41667,MX
Chilapa de Álvarez,17.59917,-99.17389,MX
Chinautla,19.81996,-97.38859,MX
Chignahuapan,19.83866,-98.03171,MX
Chietla,18.52028,-98.57889,MX
Chicxulub Puerto,21.29618,-89.59867,MX
Chiconcuac,19.55939,-98.89884,MX
Chicomuselo,15.74171,-92.28576,MX
Chicoloapan,19.41687,-98.90202,MX
Chichimila,20.63176,-88.21689,MX
Chichihualco,17.65902,-99.67624,MX
Chichén-Itzá,20.66667,-88.56667,MX
Chiautla de Tapia,18.30149,-98.60339,MX
Chiautla,19.54895,-98.88236,MX
Chiapa de Corzo,16.7075,-93.01216,MX
Chetumal,18.51957,-88.30397,MX
Chemax,20.65562,-87.93693,MX
Chanal,16.71667,-92.4,MX
Champotón,19.34745,-90.72039,MX
Chalco,19.26174,-98.89775,MX
Chahuites,16.28824,-94.19491,MX
Chahuite,16.3,-94.18333,MX
Cerro Azul,21.192,-97.74088,MX
Ciudad Cerralvo,26.08499,-99.61508,MX
Celestún,20.86031,-90.39741,MX
Caucel,21.01589,-89.70682,MX
Catemaco,18.42131,-95.11398,MX
Carlos A. Carrillo,18.37477,-95.75444,MX
Cárdenas,22.00144,-99.64247,MX
Cárdenas,18.00135,-93.37559,MX
Capulhuac de Mirafuentes,19.19354,-99.46585,MX
Cancún,21.17429,-86.84656,MX
Campeche,19.84073,-90.51676,MX
San Martín Caltenco,18.88487,-97.81887,MX
Calpulalpan,19.58867,-98.56972,MX
Calkiní,20.36905,-90.05119,MX
Calixtlahuaca,19.33651,-99.68923,MX
Calimaya,19.16324,-99.6181,MX
Calderitas,18.55564,-88.25518,MX
Cadereyta Jiménez,25.58896,-100.00156,MX
Cadereyta de Montes,20.6948,-99.81511,MX
Cadereyta,25.58333,-99.98333,MX
San Lorenzo Cacaotepec,17.12774,-96.80244,MX
Cacalomacan,19.25311,-99.70623,MX
Cacalchen,20.98358,-89.22686,MX
Cacahoatán,14.99199,-92.16417,MX
Buenavista de Cuéllar,18.45958,-99.40868,MX
Buctzotz,21.20226,-88.79414,MX
Bochil,16.99618,-92.8947,MX
Boca del Rio,19.10464,-96.10405,MX
Berriozábal,16.79944,-93.27219,MX
Benito Juárez,17.83316,-92.5302,MX
Belén,17.78703,-92.61296,MX
Bécal,20.44172,-90.02738,MX
Banderilla,19.58893,-96.93727,MX
Balancán,17.80903,-91.53682,MX
Bajos del Ejido,16.96086,-99.97169,MX
Bachajón,17.03963,-92.18986,MX
Bacalar,18.68109,-88.39333,MX
Azcapotzalco,19.48698,-99.18594,MX
Ayutla de los Libres,16.96376,-99.09616,MX
Ayapango,19.12692,-98.79988,MX
Ayapa,18.22315,-93.1121,MX
Ciudad Ayala,18.76694,-98.98222,MX
Axochiapan,18.50246,-98.75358,MX
Atzacan,18.90724,-97.08307,MX
Atoyatempan,18.81925,-97.9139,MX
Atotonilco de Tula,20.0077,-99.21804,MX
Atotonilco el Grande,20.28632,-98.6685,MX
Atlixco,18.90815,-98.43613,MX
Atliaca,17.65168,-99.37471,MX
Atlautla,19.02188,-98.77859,MX
Atlatlahucan,18.93413,-98.8982,MX
San Bartolomé Atlatlahuca,19.06963,-99.60981,MX
Atlacomulco de Fabela,19.79919,-99.875,MX
Ciudad López Mateos,19.55793,-99.25675,MX
Atizapán,19.25,-99.55,MX
Atitalaquia,20.05964,-99.22163,MX
Atencingo,18.51347,-98.60542,MX
Atempan,19.83945,-97.45855,MX
Asunción Nochixtlán,17.4586,-97.22569,MX
Asunción Ixtaltepec,16.50328,-95.06045,MX
Apizaco,19.41333,-98.14358,MX
Apaxtla de Castrejón,18.13127,-99.93255,MX
Apaxco de Ocampo,19.97512,-99.17112,MX
San Pedro Apatlaco,18.79306,-98.95972,MX
Apan,19.71128,-98.45086,MX
Antón Lizardo,19.05962,-95.99272,MX
Ángel R. Cabada,18.59601,-95.4458,MX
Jaltenango de la Paz,15.87257,-92.72469,MX
Anenecuilco,18.77738,-98.98907,MX
Anahuac,22.20275,-97.85506,MX
Amozoc de Mota,19.04611,-98.045,MX
San Miguel Ameyalco,19.30681,-99.4588,MX
Amecameca,19.12384,-98.76649,MX
Amayuca,18.72408,-98.79812,MX
Amatlán de los Reyes,18.84658,-96.91595,MX
Amacuzac,18.59861,-99.36944,MX
Álvaro Obregón,14.92231,-92.37813,MX
Alvarado,18.77143,-95.76181,MX
Altotonga,19.76613,-97.24514,MX
Altepexi,18.37035,-97.29966,MX
Altamirano,16.88333,-92.15,MX
Altamira,22.39309,-97.93857,MX
Alpuyeca,18.74006,-99.25937,MX
Almoloya del Río,19.16046,-99.4874,MX
Allende,18.15401,-94.39425,MX
Axtla de Terrazas,21.43923,-98.87508,MX
Aldama,22.92096,-98.07523,MX
Aldama,18.24117,-93.35102,MX
Álamo,20.91154,-97.67554,MX
Akil,20.2654,-89.34726,MX
Ajalpan,18.37908,-97.25867,MX
Agua Dulce,20.36337,-97.29315,MX
Agua Dulce,18.13909,-94.14527,MX
Acultzingo,18.71894,-97.30367,MX
Acuitlapilco,19.27333,-98.23542,MX
Actopan,20.26961,-98.94377,MX
San Lorenzo Acopilco,19.33002,-99.32721,MX
Acolman de Netzahualcóyotl,19.63976,-98.90777,MX
Acayucan,17.94979,-94.91386,MX
Acayuca,20.02567,-98.8411,MX
Acatzingo,18.98196,-97.78363,MX
Acatlán de Pérez Figueroa,18.53881,-96.60514,MX
Acatlán de Osorio,18.2025,-98.04864,MX
Acapulco de Juárez,16.84942,-99.90891,MX
Acapetahua,15.28195,-92.68947,MX
Acanceh,20.81291,-89.45332,MX
Acamixtla,18.56512,-99.56599,MX
Acambay,19.95522,-99.84428,MX
Acala,16.5561,-92.80772,MX
Acajete,19.11154,-97.95231,MX
San Antonio Acahualco,19.274,-99.77169,MX
Acacoyagua,15.34252,-92.67579,MX
Abasolo,24.05896,-98.37427,MX
Ajacuba,20.0917,-99.12246,MX
Villa Avila Camacho,20.38593,-97.87989,MX
Miraflores,19.2221,-98.80741,MX
Concepción Jolalpan,19.58399,-98.84643,MX
Valente Diaz,19.16347,-96.21648,MX
Galeana,18.6381,-99.2124,MX
Santiago Tlacotepec,19.22708,-99.67083,MX
San Juan Colorado,16.46066,-97.95431,MX
Santos Reyes Nopala,16.10694,-97.14435,MX
Bajos de Chila,15.92314,-97.12093,MX
Tamazulapam Villa del Progreso,17.6771,-97.57315,MX
Teotitlán de Flores Magón,18.13066,-97.06947,MX
Tezonapa,18.60706,-96.68417,MX
Temascal,18.24186,-96.40312,MX
Isla Soyaltepec,18.20107,-96.48325,MX
Vicente Camalote,18.51385,-96.52825,MX
Tierra Blanca,18.44771,-96.35912,MX
San Jacinto Amilpas,17.10188,-96.76228,MX
San Antonino Castillo Velasco,16.80144,-96.68262,MX
Santa María Jalapa del Marqués,16.43993,-95.44374,MX
Heroica Villa de San Blas Atempa,16.32608,-95.22711,MX
Miguel Hidalgo,18.25476,-93.30589,MX
Quintín Arauz,18.36725,-93.21419,MX
Chichicapa,18.26122,-93.18156,MX
Vicente Guerrero,18.38932,-92.89549,MX
La Venta,18.09798,-94.0452,MX
Medellín y Madero Segunda Sección,18.11351,-92.854,MX
Río Viejo Primera Sección,17.93913,-92.98022,MX
Parrilla,17.91297,-92.91752,MX
Playas del Rosario,17.85289,-92.93243,MX
Río de Teapa,17.77473,-92.90217,MX
La Curva,17.86819,-92.48835,MX
Huitel,20.16707,-99.2786,MX
Presas,20.15946,-99.25242,MX
Cardonal,20.05689,-99.23025,MX
Benito Juárez,19.5859,-98.42827,MX
San Benito Xaltocan,19.40594,-98.16683,MX
Zimatepec,19.42131,-98.16462,MX
San José Tetel,19.43313,-98.15948,MX
San Luis Apizaquito,19.42524,-98.11709,MX
San José Teacalco,19.33558,-98.06455,MX
San Andrés Ahuashuatepec,19.37831,-98.10654,MX
San José Xicohténcatl,19.3544,-97.83081,MX
Villa de El Carmen Tequexquitla,19.32426,-97.6535,MX
Huamantla,19.31451,-97.9252,MX
Ignacio Zaragoza,19.29228,-97.92122,MX
Zitlaltépec,19.20389,-97.90722,MX
Tetlanohcán,19.2603,-98.16433,MX
Xicohtzinco,19.17371,-98.23377,MX
La Magdalena Tlaltelulco,19.28287,-98.19609,MX
Santa María Ixtulco,19.32529,-98.20843,MX
San Juan Huactzinco,19.23342,-98.25259,MX
Zacatelco,19.21583,-98.23972,MX
San Damián Texoloc,19.27833,-98.28544,MX
Tlaxcala,19.31777,-98.23846,MX
Totolac,19.3258,-98.25834,MX
Santa Ana Nopalucan,19.2981,-98.33321,MX
Villa Alta,19.29263,-98.4011,MX
Papalotla,19.16861,-98.20389,MX
Tenancingo,19.14725,-98.20132,MX
Villa Vicente Guerrero,19.12123,-98.16572,MX
San Isidro Buen Suceso,19.15489,-98.10492,MX
Juárez,17.60747,-93.19253,MX
Chilón,17.10604,-92.27302,MX
Rincón Chamula,17.20811,-92.939,MX
San Juan Cancuc,16.8928,-92.36973,MX
Altamirano,16.73369,-92.03882,MX
Benemérito de las Américas,16.51537,-90.65338,MX
Frontera Corozal,16.81473,-90.88351,MX
El Triunfo,16.202,-91.85916,MX
Venustiano Carranza,16.1902,-91.92749,MX
San Francisco Pujiltic,16.27922,-92.45319,MX
El Parral,16.37022,-93.00428,MX
Revolución Mexicana,16.17156,-93.07666,MX
Jesús María Garza,16.39669,-93.29368,MX
Tonalá,16.09007,-93.7546,MX
Arriaga,16.23557,-93.89972,MX
Paredón,16.05083,-93.86667,MX
Pilcaya,18.74691,-99.67501,MX
San Gaspar Tlahuelilpan,19.2429,-99.54568,MX
Santa Cruz Atizapán,19.17692,-99.48852,MX
Tepetlixpa,19.02893,-98.82129,MX
San Juan Tehuixtitlán,19.05428,-98.76718,MX
San Matías Cuijingo,19.08487,-98.85307,MX
La Candelaria Tlapala,19.24042,-98.84766,MX
San Mateo Huitzilzingo,19.22906,-98.92504,MX
Santa María Huexoculco,19.25804,-98.8205,MX
San Martín Cuautlalpan,19.27618,-98.83167,MX
San Marcos Huixtoco,19.29668,-98.86369,MX
Tecamachalco,19.35992,-98.95957,MX
Lomas de San Sebastián,19.38206,-98.9332,MX
San Sebastián Chimalpa,19.38151,-98.95505,MX
Coatepec,19.38485,-98.84546,MX
Santiago Cuautlalpan,19.43232,-98.90136,MX
Tequexquináhuac,19.47757,-98.82485,MX
Xocotlán,19.51633,-98.84633,MX
San Miguel Tlaixpan,19.50958,-98.81083,MX
San Jerónimo Amanalco,19.51791,-98.75673,MX
Tulantongo,19.53159,-98.87464,MX
San Cristóbal Nexquipayac,19.5801,-98.93053,MX
Tequisistlán,19.59642,-98.94105,MX
Tezoyuca,19.59283,-98.91084,MX
Tepexpan,19.61387,-98.9364,MX
San Bartolo,19.65533,-98.90215,MX
Santa Catarina,19.63659,-98.92651,MX
San Lorenzo Tlalmimilolpan,19.66731,-98.87221,MX
San Sebastián Xolalpa,19.67653,-98.84529,MX
Santa Ana Tlachiahualpa,19.76869,-98.90885,MX
San Luis Tecuhautitlán,19.76736,-98.88868,MX
Santa María Ajoloapan,19.7636,-98.95908,MX
Santiago Yancuitlalpan,19.38404,-99.30471,MX
Venustiano Carranza,20.50667,-97.66806,MX
Villa Lázaro Cárdenas,20.46193,-97.70024,MX
Hueyapán,19.88276,-97.44537,MX
Ciudad de Tlatlauquitepec,19.85278,-97.49528,MX
San Andrés Cholula,19.05144,-98.29526,MX
Guadalupe Victoria,19.2911,-97.3429,MX
Chapulco,18.62586,-97.40474,MX
Actipan de Morelos,18.96003,-97.79904,MX
Ciudad de Chiautla de Tapia,18.3,-98.60389,MX
Tehuitzingo,18.33186,-98.27587,MX
Jolalpan,18.32495,-98.84489,MX
Tres Palos,16.82959,-99.77813,MX
Marquelia,16.58335,-98.81686,MX
Kantunilkín,21.10182,-87.48644,MX
Alfredo V. Bonfil,21.08776,-86.84706,MX
Leona Vicario,20.9897,-87.20224,MX
José María Morelos,19.74887,-88.70866,MX
Cabezas,19.37167,-96.38278,MX
Las Amapolas,19.15194,-96.19778,MX
General Miguel Alemán,18.8921,-96.79665,MX
Peñuela,18.86421,-96.89449,MX
Mundo Nuevo,18.08755,-94.38881,MX
Zaragoza,17.95783,-94.64231,MX
Benito Juárez,22.20261,-97.84015,MX
Totolapa,20.55587,-97.47641,MX
Plan de Ayala,20.54745,-97.47482,MX
Alto Lucero,20.95361,-97.44194,MX
Loma Bonita,18.10766,-95.88053,MX
Isla,18.0278,-95.52946,MX
Juan Díaz Covarrubias,18.15964,-95.18675,MX
Villa Progreso,20.64241,-99.83562,MX
La Llave,20.46628,-99.99373,MX
Emiliano Zapata (Santo Domingo),19.57972,-99.78806,MX
San Francisco Tepeolulco,19.83291,-99.98834,MX
San Lorenzo Tlacotepec,19.8125,-99.91222,MX
San Pedro Abajo,19.48093,-99.567,MX
San Andrés Cuexcontitlán,19.35892,-99.62151,MX
La Cabecera,19.35611,-99.74806,MX
San Marcos Yachihuacaltepec,19.32319,-99.6791,MX
Santiaguito Tlalcilalcalli,19.34032,-99.72717,MX
San Mateo Otzacatipan,19.33273,-99.60345,MX
San Pedro Totoltepec,19.31108,-99.57197,MX
Santa María Totoltepec,19.30653,-99.59279,MX
El Cerrillo Vista Hermosa,19.32337,-99.5425,MX
San Antonio Buenavista,19.26083,-99.71194,MX
San Felipe Tlalmimilolpan,19.23934,-99.64215,MX
San Francisco Cuaxusco,19.26755,-99.61925,MX
San Miguel Totocuitlapilco,19.22889,-99.59417,MX
San Pedro Tultepec,19.26514,-99.50934,MX
San Bartolomé Tlaltelulco,19.22738,-99.62964,MX
San Juan Tilapa,19.22021,-99.66012,MX
Santa María Nativitas,19.21139,-99.62944,MX
San Pedro Tlaltizapan,19.19973,-99.49956,MX
San Andrés Ocotlán,19.19297,-99.58612,MX
San Pedro Zictepec,19.03659,-99.57771,MX
Santa María Jajalpa,19.11167,-99.53583,MX
Santiago Tílapa,19.18953,-99.42089,MX
Tres Marías,19.0549,-99.24301,MX
San Pedro Cholula,19.26444,-99.48639,MX
San Mateo Atarasquíllo,19.32304,-99.46156,MX
San Pedro Atocpan,19.2016,-99.04963,MX
San Salvador Cuauhtenco,19.19276,-99.08983,MX
Benito Juarez,19.3984,-99.15766,MX
Venustiano Carranza,19.44361,-99.10499,MX
Miguel Hidalgo,19.43411,-99.20024,MX
Cuauhtémoc,19.44506,-99.14612,MX
Huixquilucan,19.35985,-99.35016,MX
Zacamulpa,19.35565,-99.33145,MX
San Bartolomé Coatepec,19.39776,-99.31211,MX
Santa Ana Jilotzingo,19.45617,-99.48836,MX
San José el Vidrio,19.65333,-99.38417,MX
San Miguel Vindho,19.99447,-99.31782,MX
Salitrillo,19.82937,-99.21594,MX
San Bartolo,19.83292,-99.19272,MX
San Bartolo Tlaxihuicalco,19.73094,-99.15972,MX
Melchor Ocampo,19.70186,-99.14485,MX
Huilango,19.68056,-99.25639,MX
Santiago Teyahualco,19.65985,-99.12493,MX
Tonanitla,19.68794,-99.05342,MX
Ojo de Agua,19.68028,-99.01,MX
Santo Tomás Chiconautla,19.63894,-99.00755,MX
Buenavista,19.60833,-99.16944,MX
San Ignacio Río Muerto,27.41611,-110.24468,MX
Francisco Javier Mina,27.46136,-110.1085,MX
Vicam,27.64307,-110.29459,MX
Miguel Alemán (La Doce),28.84028,-111.4775,MX
Los Zacatones,22.96139,-102.05556,MX
Dulce Grande,23.00175,-102.17405,MX
Lázaro Cárdenas,28.39027,-105.62402,MX
Ejido Benito Juárez,30.14937,-106.88362,MX
Adolfo López Mateos,28.46667,-107.3,MX
Isla del Bosque,22.73306,-105.84556,MX
Concordia,23.28694,-106.06389,MX
Eldorado,24.32444,-107.36722,MX
Gabriel Leyva Solano,25.66157,-108.63657,MX
Adolfo Ruiz Cortines,25.70387,-108.71894,MX
Cihuatlán,19.2366,-104.56512,MX
Minas de Barroterán,27.65241,-101.28365,MX
Lázaro Cárdenas,30.52663,-115.93137,MX
Camalú,30.84355,-116.0623,MX
Progreso,32.58165,-115.58434,MX
Santa Isabel,32.63075,-115.57039,MX
Ciudad Coahuila,32.19351,-114.99959,MX
Doctor Alberto Oviedo Mota,32.22756,-115.16792,MX
Colonia Venustiano Carranza,32.23017,-115.16751,MX
Ciudad Guadalupe Victoria,32.28885,-115.1031,MX
Delta,32.3545,-115.19639,MX
Zinapécuaro de Figueroa,19.86005,-100.82731,MX
Ixtapa-Zihuatanejo,17.64344,-101.55212,MX
Zaragoza,28.4932,-100.9223,MX
Villa Zaragoza,22.03716,-100.73088,MX
Zapotlanejo,20.62268,-103.06813,MX
Zapotiltic,19.62749,-103.41752,MX
Zapopan,20.72111,-103.38742,MX
Zamora de Hidalgo,19.98404,-102.28634,MX
Zacoalco de Torres,20.22627,-103.56981,MX
Zacatecas,22.76843,-102.58141,MX
Zacapu,19.81523,-101.79198,MX
Yuriria,20.21075,-101.13194,MX
Yurécuaro,20.33954,-102.28219,MX
Yerbabuena,20.96319,-101.27448,MX
Yahualica de González Gallo,21.17978,-102.88611,MX
Vista Hermosa de Negrete,20.27297,-102.47426,MX
Villa Unión,28.22228,-100.72624,MX
Villa Union,28.21667,-100.71667,MX
Villa Unión,23.9753,-104.04462,MX
Villa Unión,23.18992,-106.21947,MX
Villanueva,22.35451,-102.88366,MX
Villa Madero,19.39177,-101.27871,MX
Villa Juárez,27.12981,-109.83707,MX
Villa Juárez,25.49203,-103.59389,MX
Villa Hidalgo,21.74119,-105.23149,MX
Villa Hidalgo,21.67616,-102.58803,MX
Villagrán,20.51364,-100.99636,MX
Villa González Ortega,22.51312,-101.91395,MX
Villa García,22.16244,-101.95488,MX
Frontera,26.92814,-101.45212,MX
Santa Clara del Cobre,19.40664,-101.63991,MX
Villa de Reyes,21.80309,-100.93418,MX
El Pueblito,20.54006,-100.44093,MX
García,25.81201,-100.59874,MX
Villa de Cos,23.294,-102.34665,MX
Ciudad de Villa de Álvarez,19.26722,-103.73778,MX
Villa Corona,20.41564,-103.66416,MX
Miguel Ahumada,30.61861,-106.51222,MX
San Pedro Cahro,20.11548,-102.65328,MX
Venado,22.92997,-101.09537,MX
Valtierrilla,20.53225,-101.12857,MX
Valparaíso,22.77094,-103.57045,MX
Valle de Santiago,20.39148,-101.19103,MX
Valle de Bravo,19.19501,-100.13132,MX
Valle de Banderas,20.8066,-105.24763,MX
Usmajac,19.87468,-103.54131,MX
Uruapan,19.41677,-102.05842,MX
Uriangato,20.14162,-101.17875,MX
Unión de Tula,19.95646,-104.26805,MX
Unión de San Antonio,21.12714,-102.00619,MX
Tuzantla,19.20289,-100.56679,MX
Tuxpan,21.94173,-105.29901,MX
Tuxpan,19.56787,-100.46406,MX
Tuxpan,19.55555,-103.37587,MX
Trancoso,22.73566,-102.36588,MX
Tototlán,20.54219,-102.7913,MX
Torreón,25.54389,-103.41898,MX
Topolobampo,25.60055,-109.0504,MX
Tonalá,20.62263,-103.24168,MX
Tomatlán,19.93664,-105.2501,MX
Todos Santos,23.44688,-110.22308,MX
Tlaquepaque,20.64121,-103.29342,MX
Tlapehuala,18.24101,-100.5379,MX
Tlajomulco de Zúñiga,20.47421,-103.44654,MX
Tlahualilo de Zaragoza,26.10743,-103.44259,MX
Tizapán el Alto,20.15942,-103.0447,MX
Tingüindín,19.73892,-102.48163,MX
Tingambato,19.50159,-101.85329,MX
Tijuana,32.5027,-117.00371,MX
Tierra Nueva,21.66904,-100.57287,MX
San Francisco Tesistán,20.79729,-103.47712,MX
Tequila,20.88205,-103.83599,MX
Tepic,21.50733,-104.89332,MX
Tepatitlán de Morelos,20.81692,-102.76347,MX
Tepalcatepec,19.18725,-102.84704,MX
Teocaltiche,21.43434,-102.57427,MX
Tejupilco de Hidalgo,18.90475,-100.15275,MX
Tecuala,22.39801,-105.45716,MX
Técpan de Galeana,17.21976,-100.63032,MX
Tecomán,18.91614,-103.87713,MX
Tecolotes,32.56667,-114.98333,MX
Tecolotlán,20.20144,-104.04834,MX
Tecate,32.566,-116.63187,MX
Tecalitlán,19.47156,-103.30708,MX
Tayoltita,24.10278,-105.93083,MX
Tarimoro,20.28744,-100.75605,MX
Taretan,19.33439,-101.91782,MX
Tarecuato,19.84365,-102.4652,MX
Tarandacuao,20.0013,-100.51832,MX
Tapalpa,19.94567,-103.75932,MX
Tanhuato de Guerrero,20.28492,-102.32813,MX
Tangancícuaro de Arista,19.88684,-102.20717,MX
Tancítaro,19.3368,-102.36281,MX
Tamazula de Gordiano,19.68006,-103.2514,MX
Talpa de Allende,20.38084,-104.82213,MX
Tala,20.65267,-103.70148,MX
Tacoaleche,22.82012,-102.4034,MX
Tacámbaro de Codallos,19.23606,-101.45803,MX
Tabasco,21.86315,-102.91108,MX
Sonoyta,31.86323,-112.85012,MX
Sombrerete,23.63138,-103.64134,MX
Soledad de Graciano Sánchez,22.18912,-100.93792,MX
Sinaloa de Leyva,25.82248,-108.22275,MX
Silao de la Victoria,20.94361,-101.42696,MX
Sayula,19.88372,-103.60073,MX
Saucillo,28.0299,-105.29276,MX
Santiago Tangamandapio,19.95579,-102.43534,MX
Santiago Papasquiaro,25.04389,-105.41917,MX
Santiago Ixcuintla,21.81109,-105.20842,MX
Santiago de Cuenda,20.59899,-100.99575,MX
Santiago,25.42533,-100.15205,MX
Santa Teresa,20.95971,-101.31732,MX
Santa Rosalía,27.34035,-112.26706,MX
Santa Rosa Jáuregui,20.7421,-100.44783,MX
Santa Rosa,25.82463,-100.22164,MX
Santa María del Río,21.79615,-100.73815,MX
Santa María del Oro,25.94944,-105.36444,MX
Santa Cruz del Valle,20.53333,-103.43333,MX
Santa Cruz de las Flores,20.48056,-103.50278,MX
Santa Clara de Valladares,19.63852,-102.49115,MX
Santa Catarina,25.67325,-100.45813,MX
Santa Bárbara,26.80257,-105.81961,MX
Santa Anita,20.55005,-103.4435,MX
Santa Ana Pacueco,20.34722,-102.01583,MX
Santa Ana Maya,20.00743,-101.02079,MX
Santa Ana,30.5412,-111.11882,MX
San Sebastián el Grande,20.53279,-103.42938,MX
San Pedro Piedra Gorda,22.45001,-102.34558,MX
San Pedro Itzicán,20.31724,-102.95406,MX
San Pedro,25.75602,-102.98385,MX
San Pedro,25.43333,-103.21667,MX
San Patricio,19.22534,-104.70447,MX
San Nicolás de los Garza,25.74167,-100.30222,MX
San Nicolás de los Agustinos,20.24639,-100.96598,MX
San Miguel Zapotitlán,25.9476,-109.04739,MX
San Miguel Octopan,20.57435,-100.74793,MX
San Miguel el Alto,21.03053,-102.40227,MX
San Miguel de Allende,20.91528,-100.74389,MX
San Martín Hidalgo,20.43538,-103.92878,MX
San Luis Río Colorado,32.4555,-114.77037,MX
San Luis Potosí,22.15234,-100.97135,MX
San Luis de la Paz,21.29845,-100.51485,MX
San Luis,28.43333,-113.75,MX
Cabo San Lucas,22.89088,-109.91238,MX
San Julián,21.01035,-102.17967,MX
San Juanito,27.97213,-107.60107,MX
San Juan de los Lagos,21.24893,-102.33036,MX
San Juan de la Vega,20.6242,-100.76087,MX
San Juan de Abajo,20.81501,-105.19303,MX
San Juan Cosalá,20.28756,-103.34109,MX
San José Temascatío,20.69183,-101.26028,MX
San José Iturbide,21.00022,-100.3858,MX
San José el Alto,20.65345,-100.38221,MX
San José del Castillo,20.51167,-103.23689,MX
San José del Cabo,23.05406,-109.70367,MX
San José de Gracia,20.67474,-102.56989,MX
San Jose de Lourdes,23.27645,-103.00973,MX
San José Agua Azul,20.48567,-100.65639,MX
San Jerónimo de Juárez,17.13915,-100.47067,MX
San Jeronimito,17.56818,-101.34562,MX
San Ignacio Cerro Gordo,20.74322,-102.53658,MX
San Francisco del Rincón,21.01889,-101.85844,MX
San Francisco de los Romo,22.07209,-102.27216,MX
San Felipe,31.02526,-114.84173,MX
San Felipe,21.47882,-101.21581,MX
San Diego de la Unión,21.46788,-100.87298,MX
San Diego de Alejandría,20.99306,-101.99322,MX
Tlaltenango de Sánchez Román,21.78129,-103.30436,MX
Puerto San Carlos,24.78874,-112.10504,MX
San Buenaventura,27.06193,-101.54891,MX
San Blas,26.08176,-108.76088,MX
San Blas,21.54076,-105.28797,MX
San Bartolo de Berrios,21.61215,-101.06753,MX
San Andrés Ixtlán,19.82044,-103.47028,MX
San Agustín,20.54772,-103.46714,MX
Salvatierra,20.21615,-100.88208,MX
Saltillo,25.42595,-100.97963,MX
Salinas Victoria,25.96329,-100.29091,MX
Salinas de Hidalgo,22.62795,-101.71417,MX
Salamanca,20.56979,-101.1977,MX
Sain Alto,23.5799,-103.24766,MX
Sahuayo de Morelos,20.057,-102.7164,MX
Ciudad Sabinas Hidalgo,26.50358,-100.18187,MX
Sabinas,27.85591,-101.11738,MX
Ruiz,21.95053,-105.1449,MX
Rosarito,32.36044,-117.04645,MX
El Rosario,22.99032,-105.85419,MX
Santa Cruz de Rosales,28.18717,-105.556,MX
Romita,20.87208,-101.517,MX
Río Grande,23.82733,-103.03408,MX
Rincón de Tamayo,20.42348,-100.75555,MX
Rincón de Romos,22.22923,-102.32245,MX
La Joya,32.44363,-117.00371,MX
Ramos Arizpe,25.53928,-100.94742,MX
Quiroga,19.66479,-101.52322,MX
Quilá,24.42273,-107.22139,MX
Santiago de Querétaro,20.58806,-100.38806,MX
Queréndaro,19.81007,-100.88508,MX
Puruarán,19.09748,-101.52204,MX
Puruándiro,20.08879,-101.5156,MX
Purísima de Bustos,21.02969,-101.87777,MX
Purépero de Echáiz,19.91025,-102.00691,MX
Puerto Vallarta,20.617,-105.23018,MX
Puerto Peñasco,31.31716,-113.53799,MX
Puerto Palomas de Villa,31.77781,-107.6351,MX
Pueblo Yaqui,27.35515,-110.034,MX
Pozo de Gamboa,22.94862,-102.57086,MX
Pótam,27.62579,-110.41774,MX
Poncitlán,20.38111,-102.92395,MX
Pitiquito,30.67664,-112.05454,MX
Pinos,22.29882,-101.57481,MX
Pihuamo,19.24991,-103.38275,MX
Piedras Negras,28.70007,-100.52353,MX
Petatlán,17.53768,-101.26798,MX
Pesquería,25.78543,-100.05098,MX
Pesqueira,29.37972,-110.89611,MX
Pericos,25.08093,-107.69966,MX
Peribán de Ramos,19.52032,-102.41526,MX
Peñón Blanco,24.79204,-104.03424,MX
Pénjamo,20.43134,-101.72403,MX
La Peñita de Jaltemba,21.03829,-105.25024,MX
Pedro Escobedo,20.50232,-100.14469,MX
Pedernales,19.14082,-101.46981,MX
Pátzcuaro,19.5132,-101.60995,MX
Parras de la Fuente,25.44185,-102.17808,MX
Paracho de Verduzco,19.64757,-102.04765,MX
Panindícuaro,19.98432,-101.76121,MX
Palo Alto,21.91709,-101.96277,MX
Palaú,27.89243,-101.42349,MX
Pajacuarán,20.11674,-102.56431,MX
Pabellón de Arteaga,22.1475,-102.27905,MX
San José de Gracia,19.98959,-103.02148,MX
Opopeo,19.41222,-101.60677,MX
Ojuelos de Jalisco,21.86367,-101.59336,MX
Ojinaga,29.56689,-104.54487,MX
Ocotlán,20.35116,-102.76832,MX
Ocampo,21.64761,-101.47923,MX
Nuevo San Juan Parangaricutiro,19.41751,-102.13064,MX
Nuevo México,20.7565,-103.44297,MX
Nuevo Ideal,24.88819,-105.07455,MX
Nuevo Casas Grandes,30.41552,-107.91166,MX
Nueva Rosita,27.93712,-101.21746,MX
Nueva Italia de Ruiz,19.02473,-102.09314,MX
Nombre de Dios,23.84891,-104.24712,MX
